kdrama_name,tags
The Heirs, rich manpoor woman
The Heirs, male chases female first
The Heirs, poor female lead
The Heirs, controlling parent
The Heirs, sibling rivalry 
The Hymn of Death,forbidden love
The Hymn of Death, based on true story
The Hymn of Death, biographical
The Hymn of Death, miniseries
The Hymn of Death, star crossed lovers
The Hymn of Death, rich male lead
The Hymn of Death, disapproving parent
The Hymn of Death, japanese colonial rule
The Hymn of Death, arranged marriage
The Hymn of Death, nice male lead 
The Idle Mermaid,mermaid
The Idle Mermaid, interspecies romance
The Idle Mermaid, prosopagnosia
The Idle Mermaid, share house
The Idle Mermaid, unrequited love
The Idle Mermaid, mermaid female lead
The Idle Mermaid, cohabitation
The Idle Mermaid, multiple couples
The Idle Mermaid, love square
The Idle Mermaid, height difference 
The Idolmaster KR,adapted from a manga
The Idolmaster KR, idol female lead
The Idolmaster KR, adapted from video game
The Idolmaster KR, friendship 
The Innocent Man,revenge
The Innocent Man, character development
The Innocent Man, rich womanpoor man
The Innocent Man, male chases female first
The Innocent Man, strong female lead
The Innocent Man, cold female lead
The Innocent Man, rich female lead
The Innocent Man, selfsacrifice
The Innocent Man, sacrifice happiness
The Innocent Man, deception 
The Jingbirok: A Memoir of Imjin War,prince supporting character
The Jingbirok: A Memoir of Imjin War, historical figure
The Jingbirok: A Memoir of Imjin War, historical fiction
The Jingbirok: A Memoir of Imjin War, gwanghae
The Jingbirok: A Memoir of Imjin War, joseon dynasty 
The K2,badass male lead
The K2, power struggle
The K2, political
The K2, trauma
The K2, evil stepmother
The K2, aggressive male lead
The K2, tragic past
The K2, naive female lead
The K2, revenge
The K2, forgiveness 
The Killer's Shopping List,smart male lead
The Killer's Shopping List, investigation
The Killer's Shopping List, suspense
The Killer's Shopping List, detective
The Killer's Shopping List, serial killer supporting character
The Killer's Shopping List, police officer female lead
The Killer's Shopping List, miniseries
The Killer's Shopping List, death
The Killer's Shopping List, child abuse
The Killer's Shopping List, murder 
The King 2 Hearts,royalty
The King 2 Hearts, strong female lead
The King 2 Hearts, badass female lead
The King 2 Hearts, reunification of korea
The King 2 Hearts, hardworking female lead
The King 2 Hearts, alternate reality
The King 2 Hearts, power struggle
The King 2 Hearts, enemies to lovers
The King 2 Hearts, north korean
The King 2 Hearts, soldier 
The King and I,noblewoman
The King and I, historical fiction
The King and I, strong male lead
The King and I, eunuch
The King and I, tearjerker
The King and I, joseon dynasty 
The King and the Queen,king male lead
The King and the Queen, historical figure
The King and the Queen, historical fiction
The King and the Queen, sejong the great
The King and the Queen, royalty
The King and the Queen, joseon dynasty 
The King in Love,chungseon
The King in Love, goryeo dynasty
The King in Love, love triangle
The King in Love, bromance
The King in Love, ruthless male lead
The King in Love, smart male lead
The King in Love, unrequited love
The King in Love, strong female lead
The King in Love, strong male lead
The King in Love, adapted from a novel 
The King of Chudong Palace,
The King of Dramas,entertainment industry
The King of Dramas, parody
The King of Dramas, antihero
The King of Dramas, arrogant male lead
The King of Dramas, cold male lead
The King of Dramas, older manyounger woman
The King of Dramas, strong female lead
The King of Dramas, melodrama 
The King of Pigs,school bullying
The King of Pigs, detective male lead
The King of Pigs, detective female lead
The King of Pigs, school violence
The King of Pigs, flashback to past
The King of Pigs, revenge
The King of Pigs, gore
The King of Pigs, murder
The King of Pigs, childhood trauma
The King of Pigs, extreme violence 
"The King of Tears, Lee Bang-won",historical fiction
"The King of Tears, Lee Bang-won", royalty
"The King of Tears, Lee Bang-won", joseon dynasty
"The King of Tears, Lee Bang-won", suspense
"The King of Tears, Lee Bang-won", consort supporting character
"The King of Tears, Lee Bang-won", eunuch supporting character
"The King of Tears, Lee Bang-won", monknun supporting character
"The King of Tears, Lee Bang-won", king supporting character
"The King of Tears, Lee Bang-won", queen supporting character
"The King of Tears, Lee Bang-won", prince supporting character 
The King: Eternal Monarch,parallel universe
The King: Eternal Monarch, doppelganger
The King: Eternal Monarch, royal family
The King: Eternal Monarch, male lead saves female lead
The King: Eternal Monarch, royalty
The King: Eternal Monarch, male chases female first
The King: Eternal Monarch, murder
The King: Eternal Monarch, evil uncle
The King: Eternal Monarch, monarchy
The King: Eternal Monarch, treason 
The King's Affection,crossdressing
The King's Affection, joseon dynasty
The King's Affection, hidden identity
The King's Affection, cold female lead
The King's Affection, gender bender
The King's Affection, twins
The King's Affection, first love
The King's Affection, royalty
The King's Affection, strong female lead
The King's Affection, nice male lead 
"The King's Daughter, Soo Baek-hyang",stolen identity
"The King's Daughter, Soo Baek-hyang", prince male lead
"The King's Daughter, Soo Baek-hyang", sisters relationship
"The King's Daughter, Soo Baek-hyang", historical fiction
"The King's Daughter, Soo Baek-hyang", swordswoman
"The King's Daughter, Soo Baek-hyang", royalty
"The King's Daughter, Soo Baek-hyang", swordfight
"The King's Daughter, Soo Baek-hyang", fatherdaughter relationship
"The King's Daughter, Soo Baek-hyang", strong female lead
"The King's Daughter, Soo Baek-hyang", identity swap 
The King's Doctor,childhood acquaintance
The King's Doctor, smart female lead
The King's Doctor, veterinarian
The King's Doctor, smart male lead
The King's Doctor, blood 
The King's Face,physiognomy
The King's Face, gwanghae
The King's Face, nice male lead
The King's Face, joseon dynasty
The King's Face, suspense
The King's Face, crossdressing
The King's Face, historical figure
The King's Face, historical fiction
The King's Face, strong female lead
The King's Face, political 
The Lady in Dignity,strong female lead
The Lady in Dignity, female centered plot
The Lady in Dignity, age gap drama life
The Lady in Dignity, age gap real life
The Lady in Dignity, married life
The Lady in Dignity, independent female lead
The Lady in Dignity, frenemy
The Lady in Dignity, battle of wits
The Lady in Dignity, smart female lead
The Lady in Dignity, female rivalry 
The Last Empress,revenge
The Last Empress, hidden identity
The Last Empress, double identity
The Last Empress, murder
The Last Empress, character development
The Last Empress, suspense
The Last Empress, alternate reality
The Last Empress, unrequited love
The Last Empress, love triangle
The Last Empress, nice male lead 
The Last Match,friends to enemies
The Last Match, university
The Last Match, student 
The Law Cafe,lawyer female lead
The Law Cafe, smart female lead
The Law Cafe, adapted from a web novel
The Law Cafe, long time friends
The Law Cafe, healing
The Law Cafe, friends to lovers
The Law Cafe, caf setting
The Law Cafe, former prosecutor
The Law Cafe, landlord male lead
The Law Cafe, writer male lead 
The Legend of the Blue Sea,mermaid
The Legend of the Blue Sea, naive female lead
The Legend of the Blue Sea, interspecies romance
The Legend of the Blue Sea, eccentric female lead
The Legend of the Blue Sea, cohabitation
The Legend of the Blue Sea, evil stepmother
The Legend of the Blue Sea, first love
The Legend of the Blue Sea, sassy female lead
The Legend of the Blue Sea, hidden identity
The Legend of the Blue Sea, nice male lead 
The Liar and His Lover,lying
The Liar and His Lover, entertainment industry
The Liar and His Lover, band
The Liar and His Lover, singing
The Liar and His Lover, bromance
The Liar and His Lover, adapted from a manga
The Liar and His Lover, secret
The Liar and His Lover, fatherson relationship
The Liar and His Lover, scandal
The Liar and His Lover, forced breakup 
The Lies Within,missing person
The Lies Within, political
The Lies Within, car accident
The Lies Within, detective fiction
The Lies Within, detective male lead
The Lies Within, smart female lead
The Lies Within, smart male lead
The Lies Within, strong female lead
The Lies Within, investigation
The Lies Within, suspense 
The Light in Your Eyes,life lesson
The Light in Your Eyes, family relationship
The Light in Your Eyes, time loop
The Light in Your Eyes, fatherdaughter relationship
The Light in Your Eyes, time manipulation
The Light in Your Eyes, motherdaughter relationship
The Light in Your Eyes, poor male lead
The Light in Your Eyes, double identity
The Light in Your Eyes, poor female lead
The Light in Your Eyes, first love 
The Lover,sexual innuendo
The Lover, multiple couples
The Lover, multiple mains
The Lover, lgbtq
The Lover, older womanyounger man
The Lover, gay romance
The Lover, omnibus
The Lover, neighbors relationship
The Lover, foodie female lead
The Lover, age gap drama life 
The Man in the Mask,prosecutor male lead
The Man in the Mask, detective female lead
The Man in the Mask, melodrama 
The Master of Revenge,chef
The Master of Revenge, adapted from a manhwa
The Master of Revenge, revenge
The Master of Revenge, investigation 
The Merchant,historical fiction
The Merchant, joseon dynasty 
The Merchant: Gaekju 2015,insider trading
The Merchant: Gaekju 2015, manipulative male lead
The Merchant: Gaekju 2015, sly male lead
The Merchant: Gaekju 2015, separated family
The Merchant: Gaekju 2015, noble sacrifice
The Merchant: Gaekju 2015, wrongfully accused
The Merchant: Gaekju 2015, scheme
The Merchant: Gaekju 2015, jealousy
The Merchant: Gaekju 2015, corruption
The Merchant: Gaekju 2015, joseon dynasty 
The Miracle,body swap
The Miracle, entertainment industry
The Miracle, twins
The Miracle, web series
The Miracle, musician female lead
The Miracle, singer female lead
The Miracle, idol female lead
The Miracle, short length series
The Miracle, sisters relationship
The Miracle, identity swap 
The Miracle We Met,rags to riches
The Miracle We Met, character development
The Miracle We Met, body swap
The Miracle We Met, second chance
The Miracle We Met, spirit
The Miracle We Met, detective supporting character
The Miracle We Met, transmigration
The Miracle We Met, supernatural 
The Most Beautiful Goodbye,tearjerker
The Most Beautiful Goodbye, miniseries
The Most Beautiful Goodbye, alzheimers disease
The Most Beautiful Goodbye, terminal illness 
The Musical,preproduced
The Musical, performing arts 
The Mysterious Class,student
The Mysterious Class, ghost
The Mysterious Class, investigation
The Mysterious Class, high school
The Mysterious Class, school
The Mysterious Class, suspense
The Mysterious Class, miniseries
The Mysterious Class, web series
The Mysterious Class, friendship 
The Noblesse,death of a husband
The Noblesse, disapproving parent
The Noblesse, rich female lead
The Noblesse, soap opera
The Noblesse, poor female lead
The Noblesse, jealousy
The Noblesse, rags to riches
The Noblesse, rich manpoor woman
The Noblesse, rich male lead
The Noblesse, family 
The One and Only,terminal illness
The One and Only, hospice care
The One and Only, orphan male lead
The One and Only, murder
The One and Only, skilled killer
The One and Only, death
The One and Only, tragic past
The One and Only, investigation
The One and Only, cynical male lead
The One and Only, insomnia 
The Package,tour guide
The Package, filmed abroad
The Package, multiple couples
The Package, steamy kiss
The Package, terminal illness
The Package, secret relationship
The Package, vacation
The Package, misunderstanding
The Package, nice male lead
The Package, tourism 
The Penthouse: War in Life,revenge
The Penthouse: War in Life, greed
The Penthouse: War in Life, jealousy
The Penthouse: War in Life, motherhood
The Penthouse: War in Life, multiple couples
The Penthouse: War in Life, school bullying
The Penthouse: War in Life, school rivalry
The Penthouse: War in Life, rich male lead
The Penthouse: War in Life, school
The Penthouse: War in Life, high society 
The Police Station Next to the Fire Station,detective 
The Princess' Man,forbidden love
The Princess' Man, strong male lead
The Princess' Man, power struggle
The Princess' Man, strong female lead
The Princess' Man, family pressure
The Princess' Man, joseon dynasty
The Princess' Man, revenge
The Princess' Man, death
The Princess' Man, fatherdaughter relationship
The Princess' Man, princess female lead 
The Producers,entertainment industry
The Producers, love triangle
The Producers, bossemployee relationship
The Producers, unrequited love
The Producers, older womanyounger man
The Producers, cohabitation
The Producers, secondary couple
The Producers, producer female lead
The Producers, producer male lead
The Producers, age gap drama life 
The Promise,soap opera
The Promise, unexpected pregnancy
The Promise, betrayal
The Promise, separation at birth
The Promise, miscarriage
The Promise, birth secret
The Promise, revenge
The Promise, twins
The Promise, marriage 
The Queen of Office,arrogant male lead
The Queen of Office, food industry
The Queen of Office, contract worker
